   0	  -1
   1	   0
   1	   0
   2	   0
   1	   0
   1	   2
   1	   3
   2	   3
   3	   3
   2	   3
   3	   3
   3	   4
   4	   4
   3	   4
   4	   4
   3	   4
   3	   5
   3	   5
   2	   6
   3	   6
   4	   5
   4	   4
   3	   5
   2	   4
   3	   4
   1	   4
   1	   5
   2	   5
   3	   4
   2	   4
   1	   5
   1	   5
   0	   4
   0	   3
   0	   2
   0	   3
   0	   3
   0	   3
   0	   3
   0	   3
   0	   3
   0	   3
   0	   4
   0	   4
   1	   5
   3	   5
   4	   5
   5	   6
   6	   8
   8	  10
   8	  11
   9	  12
  10	  13
  12	  14
  13	  15
  15	  18
  16	  19
  17	  20
  17	  21
  17	  22
  18	  23
  18	  24
  19	  24
  20	  24
  21	  25
  21	  26
  21	  27
  22	  27
  23	  27
  24	  28
  24	  28
  24	  29
  22	  30
  24	  31
  25	  32
  26	  34
  27	  34
  25	  34
  26	  34
  25	  35
  25	  36
  26	  35
  25	  36
  25	  36
  23	  36
  23	  36
  22	  35
  22	  35
  20	  35
  20	  34
  19	  33
  17	  33
  16	  33
  15	  32
  15	  31
  13	  30
  11	  30
   9	  29
   8	  28
   7	  26
   5	  25
   3	  25
   2	  22
   0	  21
  -1	  19
  -2	  18
  -2	  16
  -3	  15
  -5	  14
  -7	  14
  -8	  14
  -9	  12
  -9	  11
 -10	   9
 -11	   8
 -11	   8
 -13	   8
 -15	   7
 -16	   6
 -16	   5
 -16	   3
 -16	   3
 -17	   3
 -17	   3
 -18	   3
 -20	   2
 -20	   2
 -20	   1
 -19	   1
 -20	   0
 -21	   1
 -22	   2
 -22	   2
 -22	   1
 -23	   0
 -23	   1
 -23	   0
 -23	   0
 -23	   1
 -24	   1
 -24	   1
 -24	   0
 -25	   0
 -25	   0
 -24	   0
 -24	   0
 -25	   0
 -25	   0
 -25	   0
 -25	   0
 -25	   0
 -26	   0
 -27	   0
 -27	   0
 -26	  -1
 -27	  -1
 -27	   0
 -26	   0
 -25	   0
 -26	   0
 -28	   0
 -27	   0
 -28	   0
 -28	  -1
 -27	  -1
 -27	  -1
 -27	  -1
 -28	  -1
 -28	   0
 -29	   0
 -28	  -1
 -28	  -1
 -28	  -1
 -29	  -1
 -29	  -1
 -30	  -2
 -29	  -2
 -29	  -2
 -29	  -2
 -29	  -2
 -29	  -2
 -28	  -2
 -29	  -1
 -29	   0
 -30	  -1
 -30	  -1
 -29	  -1
 -29	  -2
 -29	  -2
 -30	  -2
 -29	  -1
 -30	  -1
 -30	  -1
 -30	  -2
 -31	  -2
 -30	  -2
 -30	  -2
 -30	  -2
 -31	  -2
 -30	  -1
 -30	  -1
 -30	  -1
 -31	  -1
 -30	   0
 -30	  -1
 -30	  -1
 -30	  -1
 -30	  -1
 -30	  -1
 -29	  -1
 -29	   0
 -30	   0
 -30	   0
 -29	  -1
 -29	  -1
 -29	   0
 -29	   0
 -28	   0
 -29	   0
 -29	   0
 -29	   0
 -29	   0
 -28	   0
 -28	   1
 -28	   2
 -27	   2
 -27	   2
 -28	   2
 -28	   3
 -27	   2
 -28	   1
 -28	   2
 -29	   1
 -28	   1
 -29	   0
 -30	   1
 -30	   0
 -31	   0
 -30	  -1
 -29	  -1
 -28	   0
 -28	   0
 -28	   0
 -28	   1
 -28	   1
 -27	   1
 -27	   1
 -26	   1
 -26	   1
 -25	   1
 -26	   1
 -25	   1
 -25	   1
 -25	   1
 -24	   2
 -24	   2
 -23	   2
 -23	   3
 -23	   3
 -23	   3
 -23	   3
 -23	   3
 -23	   3
 -21	   3
 -21	   3
 -21	   3
 -21	   3
 -21	   4
 -20	   4
 -20	   3
 -20	   3
 -19	   3
 -19	   3
 -18	   3
 -18	   4
 -18	   5
 -18	   6
 -19	   6
 -19	   6
 -18	   6
 -18	   6
 -17	   6
 -17	   6
 -17	   7
 -17	   8
 -17	   8
 -18	   9
 -17	   9
 -17	   9
 -16	   9
 -16	   9
 -16	  10
 -16	  10
 -16	  10
 -17	  10
 -17	  11
 -16	  11
 -15	  11
 -15	  11
 -15	  12
 -15	  12
 -15	  11
 -16	  11
 -16	  12
 -16	  11
 -15	  11
 -14	  11
 -14	  11
 -13	  11
 -14	  11
 -13	  12
 -13	  12
 -13	  13
 -13	  13
 -12	  13
 -10	  12
 -10	  12
  -9	  13
  -9	  15
  -8	  17
  -7	  17
  -7	  19
  -5	  19
  -4	  20
  -1	  20
   2	  21
   4	  23
   6	  24
   8	  25
   9	  28
  11	  32
  12	  34
  12	  34
  12	  34
  12	  34
  12	  34
  10	  33
   9	  33
   7	  32
   4	  31
   0	  28
  -2	  26
  -4	  23
  -5	  19
  -6	  17
  -7	  15
  -7	  14
  -7	  13
  -7	  13
  -7	  13
  -8	  13
  -8	  13
 -10	  13
 -13	  13
 -15	  12
 -14	  10
  -8	   6
   2	   5
  20	   9
  44	  18
  72	  34
  98	  57
 120	  84
 129	 113
 127	 142
 113	 158
  95	 160
  75	 146
  51	 125
  28	 101
   9	  76
  -3	  52
 -11	  28
 -14	  12
 -15	   4
 -14	   1
 -11	   0
  -7	   1
  -4	   5
  -3	  11
  -4	  15
  -4	  16
  -4	  16
  -4	  15
  -5	  14
  -4	  14
  -4	  14
  -4	  14
  -4	  13
  -3	  13
  -2	  13
  -3	  13
  -2	  14
  -2	  14
  -1	  14
  -1	  13
  -1	  14
   0	  14
   0	  15
   1	  15
   0	  15
   0	  16
   0	  16
   0	  16
   1	  16
   2	  16
   3	  15
   4	  16
   4	  17
   4	  17
   5	  17
   6	  17
   6	  19
   7	  19
   8	  19
   9	  19
   9	  20
   9	  21
   9	  21
  10	  22
  10	  23
  11	  23
  11	  23
  12	  24
  13	  25
  13	  26
  14	  27
  14	  28
  15	  28
  15	  29
  16	  29
  16	  30
  17	  30
  16	  31
  17	  31
  19	  32
  19	  32
  19	  33
  19	  33
  19	  33
  19	  33
  20	  34
  21	  36
  20	  36
  21	  36
  20	  36
  20	  36
  20	  36
  21	  36
  22	  36
  22	  37
  22	  38
  21	  38
  22	  38
  21	  38
  21	  38
  21	  38
  22	  37
  22	  37
  21	  37
  21	  38
  20	  37
  20	  37
  19	  36
  20	  36
  21	  36
  21	  36
  22	  37
  22	  38
  23	  39
  23	  39
  24	  40
  26	  41
  27	  41
  28	  42
  29	  44
  30	  46
  31	  46
  33	  48
  33	  48
  35	  50
  37	  51
  38	  52
  38	  53
  38	  54
  40	  55
  39	  56
  40	  57
  40	  56
  41	  58
  40	  57
  41	  59
  41	  60
  41	  61
  43	  61
  42	  61
  43	  62
  43	  62
  43	  62
  44	  62
  44	  63
  45	  63
  43	  63
  44	  63
  43	  63
  43	  64
  43	  62
  43	  62
  42	  61
  41	  61
  41	  61
  40	  60
  39	  60
  38	  59
  38	  58
  36	  57
  36	  55
  36	  54
  33	  53
  32	  52
  31	  50
  29	  49
  27	  48
  26	  46
  26	  44
  23	  42
  22	  41
  20	  40
  19	  38
  17	  36
  16	  35
  15	  33
  14	  31
  13	  30
  11	  29
  10	  29
   8	  26
   8	  25
   6	  23
   5	  22
   5	  21
   4	  20
   2	  20
   1	  18
   0	  17
  -1	  16
  -1	  15
  -1	  15
  -2	  14
  -2	  13
  -3	  12
  -4	  12
  -5	  11
  -4	  11
  -5	  10
  -5	  10
  -6	   9
  -6	   9
  -6	   9
  -7	   8
  -8	   8
  -8	   7
  -8	   6
  -9	   6
 -10	   6
 -10	   6
 -11	   5
 -12	   5
 -12	   4
 -12	   4
 -13	   3
 -14	   2
 -14	   2
 -14	   1
 -15	   1
 -15	   0
 -15	   0
 -18	   0
 -20	  -1
 -20	  -1
 -19	  -1
 -19	   0
 -19	   0
 -18	  -2
 -19	  -3
 -18	  -3
 -18	  -2
 -18	  -2
 -18	  -2
 -18	  -2
 -18	  -1
 -18	  -1
 -17	  -1
 -18	   0
 -18	   0
 -17	   0
 -18	   0
 -19	   1
 -19	   0
 -18	   0
 -19	   0
 -19	   0
 -20	   0
 -20	   0
 -20	   0
 -21	   0
 -20	   0
 -21	   0
 -20	  -1
 -21	  -1
 -22	   0
 -21	   0
 -21	  -1
 -21	  -1
 -21	   0
 -21	   0
 -21	  -1
 -21	  -1
 -22	  -1
 -23	  -1
 -22	  -1
 -23	  -2
 -23	  -2
 -24	  -2
 -24	  -1
 -24	  -2
 -24	  -1
 -24	  -1
 -25	  -2
 -25	  -3
 -27	  -3
 -26	  -3
 -26	  -3
 -26	  -4
 -26	  -4
 -27	  -4
 -27	  -3
 -27	  -4
 -27	  -4
 -27	  -4
 -27	  -3
 -27	  -4
 -27	  -4
 -27	  -5
 -27	  -4
 -27	  -4
 -28	  -4
 -28	  -5
 -27	  -5
 -27	  -6
 -27	  -6
 -27	  -6
 -28	  -6
 -28	  -6
 -28	  -6
 -29	  -7
 -30	  -7
 -30	  -8
 -30	  -9
 -31	  -9
 -33	 -10
 -33	 -10
 -33	 -11
 -33	 -12
 -34	 -12
 -34	 -11
 -33	 -12
 -33	 -13
 -33	 -12
 -34	 -11
 -34	 -11
 -34	 -12
 -34	 -12
 -34	 -12
 -33	 -12
 -33	 -12
 -33	 -12
 -33	 -12
 -33	 -11
 -33	 -12
 -34	 -12
 -33	 -12
 -34	 -12
 -34	 -12
 -34	 -12
 -35	 -12
 -34	 -12
 -34	 -12
 -34	 -12
 -35	 -12
 -34	 -12
 -34	 -13
 -35	 -12
 -34	 -12
 -35	 -12
 -34	 -13
 -34	 -13
 -35	 -13
 -35	 -13
 -35	 -12
 -34	 -14
 -35	 -13
 -34	 -13
 -35	 -14
 -35	 -13
 -35	 -13
 -35	 -12
 -35	 -13
 -35	 -13
 -35	 -13
 -34	 -13
 -34	 -12
 -34	 -12
 -34	 -12
 -34	 -12
 -33	 -12
 -33	 -12
 -33	 -12
 -33	 -12
 -33	 -11
 -33	 -11
 -33	 -10
 -33	 -10
 -33	 -10
 -33	 -10
 -32	 -10
 -31	  -9
 -31	  -9
 -31	  -9
 -31	  -9
 -31	  -9
 -31	  -9
 -31	  -8
 -29	  -8
 -30	  -7
 -30	  -7
 -29	  -7
 -30	  -6
 -29	  -6
 -29	  -6
 -29	  -5
 -29	  -5
 -28	  -6
 -28	  -5
 -28	  -5
 -28	  -5
 -28	  -5
 -28	  -5
 -28	  -5
 -27	  -5
 -27	  -5
 -26	  -5
 -26	  -5
 -26	  -5
 -26	  -5
 -26	  -5
 -26	  -5
 -26	  -5
 -25	  -6
 -25	  -6
 -25	  -5
 -24	  -5
 -25	  -5
 -23	  -4
 -25	  -4
 -25	  -3
 -25	  -3
 -25	  -3
 -25	  -4
 -25	  -4
 -25	  -3
 -25	  -3
 -25	  -4
 -25	  -4
 -25	  -3
 -24	  -3
 -24	  -4
 -24	  -4
 -24	  -4
 -23	  -4
 -24	  -4
 -24	  -3
 -23	  -3
 -23	  -3
 -24	  -4
 -24	  -4
 -25	  -4
 -25	  -4
 -25	  -5
 -25	  -6
 -25	  -6
 -25	  -6
 -24	  -7
 -25	  -7
 -25	  -7
 -25	  -7
 -25	  -7
 -25	  -8
 -26	  -7
 -26	  -7
 -25	  -8
 -24	  -9
 -24	  -9
 -24	  -8
 -25	  -7
 -25	  -7
 -26	  -7
 -25	  -8
 -24	  -8
 -24	  -8
 -24	  -7
 -24	  -6
 -24	  -6
 -24	  -7
 -24	  -7
 -24	  -6
 -24	  -7
 -23	  -7
 -22	  -8
 -23	  -7
 -23	  -6
 -22	  -6
 -22	  -6
 -23	  -5
 -22	  -5
 -22	  -5
 -21	  -6
 -19	  -6
 -18	  -6
 -16	  -4
 -14	  -4
 -13	  -3
 -14	  -2
 -13	  -2
 -12	  -1
 -12	   0
 -11	   0
  -9	   1
  -6	   1
  -3	   1
   0	   4
   1	   8
   4	  11
   4	  13
   5	  15
   5	  16
   5	  17
   5	  16
   5	  16
   5	  16
   4	  16
   2	  16
  -1	  15
  -4	  14
  -7	  10
  -9	   6
 -11	   2
 -12	   0
 -13	  -2
 -12	  -2
 -11	  -3
 -12	  -3
 -12	  -3
 -12	  -2
 -12	  -2
 -14	  -2
 -15	  -3
 -18	  -4
 -20	  -5
 -18	  -7
 -10	 -10
   5	 -11
  27	  -7
  53	   3
  81	  22
 107	  47
 129	  75
 135	 103
 128	 130
 109	 146
  88	 148
  65	 131
  43	 108
  23	  82
   7	  58
  -3	  34
  -9	  14
 -13	   1
 -14	  -6
 -11	 -10
  -7	 -11
  -4	  -9
  -2	  -5
  -2	  -1
  -2	   2
  -3	   3
  -4	   2
  -3	   1
  -3	   0
  -2	   0
  -2	   0
  -1	   1
   0	   0
   0	   1
   0	   1
   0	   1
   0	   1
   0	   1
   0	   3
   1	   2
   2	   1
   2	   2
   2	   3
   2	   4
   1	   4
   1	   4
   1	   4
   2	   5
   3	   4
   4	   4
   5	   5
   4	   5
   4	   7
   4	   8
   5	   8
   5	   7
   5	   8
   6	   7
   6	   8
   6	   9
   7	  10
   8	  10
   8	  10
   8	  11
   8	  11
  10	  11
  10	  12
  10	  12
  10	  13
  11	  14
  11	  14
  12	  15
  13	  15
  13	  15
  14	  15
  14	  16
  14	  18
  15	  18
  15	  18
  15	  19
  15	  20
  16	  20
  16	  20
  17	  21
  16	  21
  15	  22
  15	  22
  15	  22
  16	  22
  16	  22
  16	  22
  16	  22
  15	  22
  14	  22
  15	  22
  16	  21
  15	  20
  15	  20
  14	  20
  15	  20
  14	  20
  14	  21
  14	  20
  13	  20
  13	  20
  13	  20
  14	  20
  15	  19
  15	  20
  15	  20
  16	  21
  16	  21
  16	  21
  17	  22
  17	  22
  19	  23
  20	  22
  21	  24
  21	  25
  23	  26
  24	  27
  24	  28
  25	  29
  27	  30
  28	  31
  28	  32
  29	  34
  29	  35
  30	  36
  29	  38
  30	  39
  31	  39
  31	  39
  32	  40
  32	  41
  33	  43
  33	  43
  33	  44
  32	  44
  32	  45
  34	  44
  33	  44
  34	  44
  33	  44
  33	  45
  32	  44
  32	  44
  32	  44
  31	  43
  32	  43
  31	  42
  31	  42
  30	  42
  30	  41
  31	  40
  30	  39
  30	  39
  30	  38
  29	  38
  27	  37
  27	  36
  25	  34
  24	  33
  23	  33
  21	  32
  20	  31
  18	  29
  17	  28
  14	  26
  13	  25
  12	  23
  10	  22
   9	  21
   8	  19
   8	  17
   7	  16
   6	  15
   6	  15
   4	  14
   3	  14
   1	  14
   0	  14
   0	  12
   0	  11
  -1	  11
  -2	  12
  -3	  12
  -3	  11
  -4	  11
  -5	  10
  -6	   9
  -7	   8
  -7	   7
  -8	   7
  -9	   6
  -9	   5
  -9	   4
 -10	   3
 -10	   3
 -10	   2
 -10	   0
 -11	   0
 -11	   0
 -11	   0
 -12	   0
 -12	  -1
 -13	  -1
 -14	  -2
 -14	  -2
 -15	  -2
 -15	  -3
 -15	  -3
 -16	  -4
 -17	  -4
 -19	  -4
 -19	  -4
 -18	  -4
 -18	  -2
 -19	  -2
 -19	  -3
 -19	  -4
 -19	  -4
 -19	  -4
 -20	  -3
 -20	  -4
 -20	  -4
 -20	  -3
 -20	  -3
 -21	  -3
 -20	  -3
 -21	  -3
 -22	  -4
 -22	  -5
 -22	  -5
 -22	  -6
 -22	  -6
 -22	  -6
 -23	  -6
 -23	  -7
 -24	  -6
 -24	  -5
 -24	  -6
 -24	  -6
 -24	  -5
 -25	  -5
 -24	  -5
 -25	  -6
 -25	  -5
 -25	  -5
 -25	  -6
 -25	  -6
 -25	  -6
 -24	  -6
 -25	  -6
 -26	  -7
 -26	  -7
 -26	  -7
 -26	  -7
 -26	  -7
 -25	  -7
 -27	  -7
 -27	  -7
 -27	  -7
 -27	  -7
 -27	  -6
 -28	  -6
 -27	  -7
 -27	  -8
 -27	  -8
 -27	  -7
 -27	  -6
 -28	  -7
 -28	  -6
 -29	  -7
 -28	  -7
 -29	  -7
 -29	  -7
 -29	  -6
 -28	  -6
 -28	  -6
 -28	  -5
 -28	  -5
 -28	  -4
 -28	  -5
 -28	  -5
 -28	  -5
 -28	  -5
 -28	  -5
 -27	  -4
 -28	  -4
 -28	  -4
 -27	  -3
 -27	  -3
 -27	  -3
 -26	  -3
 -26	  -4
 -26	  -4
 -26	  -3
 -26	  -3
 -25	  -3
 -25	  -4
 -27	  -5
 -27	  -5
 -27	  -5
 -27	  -6
 -28	  -6
 -28	  -6
 -28	  -6
 -28	  -7
 -28	  -7
 -28	  -6
 -27	  -6
 -27	  -6
 -27	  -5
 -27	  -4
 -27	  -4
 -25	  -4
 -25	  -4
 -24	  -4
 -25	  -3
 -24	  -3
 -25	  -2
 -24	  -1
 -24	  -1
 -24	  -1
 -23	  -2
 -23	  -2
 -23	  -1
 -23	  -1
 -22	  -1
 -22	  -1
 -21	  -1
 -20	   0
 -20	  -1
 -19	   0
 -20	   0
 -20	   0
 -20	   0
 -20	   0
 -20	   0
 -20	   0
 -19	   0
 -19	   1
 -19	   1
 -19	   2
 -18	   2
 -19	   1
 -19	   2
 -19	   2
 -18	   1
 -18	   1
 -19	   1
 -19	   1
 -19	   1
 -18	   1
 -19	   1
 -19	   2
 -19	   2
 -19	   1
 -19	   0
 -19	   0
 -18	   1
 -18	   0
 -17	   0
 -18	   0
 -17	   0
 -17	   0
 -17	   0
 -17	   0
 -17	   0
 -17	   0
 -18	   0
 -18	   0
 -17	   0
 -17	   0
 -17	   0
 -17	   0
 -17	   0
 -17	   0
 -16	   0
 -17	   1
 -17	   1
 -17	   1
 -16	   1
 -16	   0
 -17	   0
 -16	   1
 -17	   0
 -16	   0
 -16	   1
 -15	   1
 -15	   1
 -14	   0
 -14	   1
 -15	   2
 -14	   2
 -14	   2
 -14	   3
 -14	   2
 -13	   2
 -13	   2
 -14	   3
 -13	   3
 -14	   3
 -13	   4
 -14	   3
 -14	   4
 -13	   3
 -12	   3
 -12	   3
 -13	   4
 -13	   4
 -13	   4
 -13	   4
 -13	   4
 -12	   4
 -11	   4
 -11	   4
 -10	   5
 -10	   5
  -8	   5
  -7	   4
  -6	   5
  -6	   7
  -5	   8
  -4	   8
  -4	   8
  -2	   9
   0	   9
   2	   9
   5	  11
   8	  14
  10	  17
  11	  19
  11	  21
  12	  23
  12	  23
  11	  23
  11	  23
   9	  23
   8	  23
   6	  22
   3	  21
  -1	  19
  -5	  17
  -7	  13
  -9	   9
 -10	   5
 -11	   4
 -11	   3
 -11	   2
 -11	   1
 -11	   1
 -11	   1
 -10	   1
 -12	   1
 -16	   1
 -19	   0
 -20	  -1
 -18	  -5
  -9	  -8
   6	  -8
  28	  -3
  54	   7
  84	  26
 118	  52
 140	  79
 152	 112
 145	 139
 130	 157
 110	 158
  85	 144
  59	 124
  34	  98
  16	  73
   4	  46
  -2	  24
  -7	  10
  -9	   3
  -8	   0
  -4	  -1
   0	   0
   1	   2
   3	   6
   2	  10
   1	  11
   1	  12
   0	  11
   0	  10
   0	  10
   1	  10
   2	  10
   2	  10
   2	  11
   2	  12
   2	  12
   2	  11
   3	  11
   3	  11
   4	  11
   4	  12
   5	  12
   5	  12
   4	  12
   4	  13
   5	  12
   6	  12
   6	  13
   7	  14
   8	  14
   9	  14
   9	  14
   9	  14
  11	  15
   9	  15
  10	  15
  10	  15
  11	  15
  11	  15
  12	  15
  12	  16
  12	  17
  13	  18
  13	  18
  14	  19
  15	  20
  16	  20
  16	  20
  16	  21
  18	  22
  18	  22
  18	  22
  18	  22
  20	  23
  20	  23
  21	  22
  22	  22
  21	  23
  23	  23
  23	  23
  23	  23
  23	  23
  24	  23
  25	  23
  24	  24
  24	  23
  25	  24
  25	  25
  24	  25
  24	  26
  24	  25
  25	  25
  25	  24
  24	  25
  24	  25
  25	  25
  25	  25
  25	  25
  25	  26
  26	  24
  25	  25
  24	  25
  24	  25
  23	  25
  24	  24
  25	  24
  24	  24
  24	  24
  24	  24
  24	  25
  25	  26
  26	  26
  27	  26
  27	  27
  29	  28
  30	  29
  31	  30
  32	  30
  34	  31
  36	  32
  38	  34
  39	  34
  40	  36
  42	  37
  43	  38
  45	  39
  45	  40
  46	  41
  48	  41
  48	  42
  49	  43
  48	  44
  49	  45
  49	  45
  50	  46
  51	  46
  50	  47
  51	  47
  50	  47
  50	  49
  49	  49
  51	  49
  50	  49
  50	  49
  49	  50
